HEADER_TIME_STAMP,X,Y,Z
2018-06-14 13:00:08.397,0.040,-0.076,0.998
2018-06-14 13:00:08.418,0.037,-0.078,1.002
2018-06-14 13:00:08.438,0.022,-0.071,0.988
2018-06-14 13:00:08.458,0.010,-0.079,1.001
2018-06-14 13:00:08.478,-0.001,-0.082,1.003
2018-06-14 13:00:08.498,-0.009,-0.068,0.987
2018-06-14 13:00:08.518,0.026,-0.078,1.004
2018-06-14 13:00:08.538,0.043,-0.072,0.996
2018-06-14 13:00:08.559,0.025,-0.073,0.998
2018-06-14 13:00:08.579,0.004,-0.073,0.989
2018-06-14 13:00:08.599,-0.001,-0.078,1.002
2018-06-14 13:00:08.619,-0.009,-0.073,0.992
2018-06-14 13:00:08.639,-0.003,-0.074,0.995
2018-06-14 13:00:08.659,0.007,-0.069,0.991
2018-06-14 13:00:08.679,0.011,-0.076,1.001
2018-06-14 13:00:08.700,0.015,-0.072,0.993
2018-06-14 13:00:08.720,0.020,-0.076,1.003
2018-06-14 13:00:08.740,0.024,-0.071,0.995
2018-06-14 13:00:08.760,0.026,-0.078,1.000
2018-06-14 13:00:08.780,0.027,-0.072,0.997
2018-06-14 13:00:08.800,0.026,-0.071,0.997
2018-06-14 13:00:08.820,0.027,-0.072,0.997
2018-06-14 13:00:08.841,0.029,-0.074,1.000
2018-06-14 13:00:08.861,0.030,-0.073,0.995
2018-06-14 13:00:08.881,0.027,-0.075,0.997
2018-06-14 13:00:08.901,0.027,-0.076,0.996
2018-06-14 13:00:08.921,0.026,-0.073,0.993
2018-06-14 13:00:08.941,0.022,-0.074,0.994
2018-06-14 13:00:08.961,0.018,-0.074,0.996
2018-06-14 13:00:08.982,0.016,-0.073,0.999
2018-06-14 13:00:09.002,0.015,-0.072,0.997
2018-06-14 13:00:09.022,0.018,-0.075,1.001
2018-06-14 13:00:09.042,0.015,-0.074,0.997
2018-06-14 13:00:09.062,0.016,-0.075,0.998
2018-06-14 13:00:09.082,0.018,-0.074,0.993
2018-06-14 13:00:09.102,0.016,-0.075,0.998
2018-06-14 13:00:09.123,0.020,-0.076,1.000
2018-06-14 13:00:09.143,0.020,-0.076,0.999
2018-06-14 13:00:09.163,0.023,-0.075,0.996
2018-06-14 13:00:09.183,0.019,-0.074,0.999
2018-06-14 13:00:09.203,0.021,-0.076,0.993
2018-06-14 13:00:09.223,0.022,-0.074,1.003
2018-06-14 13:00:09.243,0.019,-0.071,0.994
2018-06-14 13:00:09.264,0.018,-0.072,1.001
2018-06-14 13:00:09.284,0.015,-0.074,0.998
2018-06-14 13:00:09.304,0.017,-0.072,0.999
2018-06-14 13:00:09.324,0.016,-0.073,1.002
2018-06-14 13:00:09.344,0.022,-0.077,0.990
2018-06-14 13:00:09.364,0.022,-0.075,0.996
2018-06-14 13:00:09.385,0.020,-0.073,0.999
2018-06-14 13:00:09.405,0.021,-0.069,0.996
2018-06-14 13:00:09.425,0.020,-0.075,0.997
2018-06-14 13:00:09.445,0.019,-0.072,1.000
2018-06-14 13:00:09.465,0.023,-0.076,1.008
2018-06-14 13:00:09.485,0.012,-0.069,0.989
2018-06-14 13:00:09.505,0.023,-0.082,0.999
2018-06-14 13:00:09.526,0.020,-0.070,0.984
2018-06-14 13:00:09.546,0.014,-0.077,1.005
2018-06-14 13:00:09.566,0.017,-0.069,0.994
2018-06-14 13:00:09.586,0.019,-0.076,0.994
2018-06-14 13:00:09.606,0.018,-0.074,1.003
2018-06-14 13:00:09.626,0.017,-0.070,0.997
2018-06-14 13:00:09.646,0.016,-0.078,1.001
2018-06-14 13:00:09.667,0.018,-0.068,0.988
2018-06-14 13:00:09.687,0.025,-0.079,1.005
2018-06-14 13:00:09.707,0.019,-0.070,0.991
2018-06-14 13:00:09.727,0.021,-0.075,1.001
2018-06-14 13:00:09.747,0.022,-0.073,0.998
2018-06-14 13:00:09.767,0.020,-0.076,0.994
2018-06-14 13:00:09.787,0.017,-0.074,0.993
2018-06-14 13:00:09.808,0.007,-0.073,0.996
2018-06-14 13:00:09.828,0.002,-0.077,0.997
2018-06-14 13:00:09.848,-0.004,-0.072,1.003
2018-06-14 13:00:09.868,-0.008,-0.074,0.999
2018-06-14 13:00:09.888,-0.006,-0.069,0.993
